3class -->Dead相对支持度：0.3793466807165437置信度：0.7605633802816901
Dead -->3class相对支持度：0.3793466807165437置信度：0.6367924528301887
male -->Dead相对支持度：0.505795574288725置信度：0.7947019867549668
Dead -->male相对支持度：0.505795574288725置信度：0.8490566037735849
youth -->Dead相对支持度：0.3259571478749561置信度：0.6041666666666666
Dead -->youth相对支持度：0.3259571478749561置信度：0.5471698113207547
noParch -->Dead相对支持度：0.47067088162978576置信度：0.6454720616570327
Dead -->noParch相对支持度：0.47067088162978576置信度：0.7900943396226415
S -->Dead相对支持度：0.495960660344222置信度：0.6371841155234657
Dead -->S相对支持度：0.495960660344222置信度：0.8325471698113207
noSibsp -->Dead相对支持度：0.4158763610818405置信度：0.6311300639658849
Dead -->noSibsp相对支持度：0.4158763610818405置信度：0.6981132075471698
male -->3class相对支持度：0.35546188970846504置信度：0.5584988962472406
3class -->male相对支持度：0.35546188970846504置信度：0.7126760563380282
3class -->youth相对支持度：0.2697576396206533置信度：0.5408450704225352
noParch -->3class相对支持度：0.37091675447839834置信度：0.5086705202312138
3class -->noParch相对支持度：0.37091675447839834置信度：0.7436619718309859
S -->3class相对支持度：0.40744643484369514置信度：0.5234657039711191
3class -->S相对支持度：0.40744643484369514置信度：0.8169014084507042
noSibsp -->3class相对支持度：0.3498419388830348置信度：0.5309168443496801
3class -->noSibsp相对支持度：0.3498419388830348置信度：0.7014084507042253
youth -->male相对支持度：0.3498419388830348置信度：0.6484375
male -->youth相对支持度：0.3498419388830348置信度：0.5496688741721855
noParch -->male相对支持度：0.5170354759395855置信度：0.7090558766859345
male -->noParch相对支持度：0.5170354759395855置信度：0.8123620309050773
S -->male相对支持度：0.5170354759395855置信度：0.6642599277978339
male -->S相对支持度：0.5170354759395855置信度：0.8123620309050773
noSibsp -->male相对支持度：0.4594309799789252置信度：0.697228144989339
male -->noSibsp相对支持度：0.4594309799789252置信度：0.7218543046357616
noParch -->youth相对支持度：0.4453811029153495置信度：0.6107899807321773
youth -->noParch相对支持度：0.4453811029153495置信度：0.8255208333333334
S -->youth相对支持度：0.4271162627327011置信度：0.5487364620938628
youth -->S相对支持度：0.4271162627327011置信度：0.7916666666666666
Survived -->youth相对支持度：0.21355813136635055置信度：0.5277777777777778
noSibsp -->youth相对支持度：0.38215665612925886置信度：0.579957356076759
youth -->noSibsp相对支持度：0.38215665612925886置信度：0.7083333333333334
yesSibsp -->S相对支持度：0.2599227256761503置信度：0.7613168724279835
S -->noParch相对支持度：0.5732349841938883置信度：0.7364620938628159
noParch -->S相对支持度：0.5732349841938883置信度：0.7861271676300579
Survived -->noParch相对支持度：0.25851773796979277置信度：0.6388888888888888
female -->noParch相对支持度：0.21215314365999297置信度：0.583011583011583
noSibsp -->noParch相对支持度：0.5648050579557429置信度：0.8571428571428571
noParch -->noSibsp相对支持度：0.5648050579557429置信度：0.7745664739884393
Survived -->S相对支持度：0.28240252897787144置信度：0.6979166666666666
female -->S相对支持度：0.2613277133825079置信度：0.7181467181467182
noSibsp -->S相对支持度：0.5184404636459431置信度：0.7867803837953091
S -->noSibsp相对支持度：0.5184404636459431置信度：0.6660649819494585
yesParch -->S相对支持度：0.20512820512820512置信度：0.7564766839378239
2class -->S相对支持度：0.2191780821917808置信度：0.9017341040462428
female -->Survived相对支持度：0.273972602739726置信度：0.752895752895753
Survived -->female相对支持度：0.273972602739726置信度：0.6770833333333334
Survived -->noSibsp相对支持度：0.2430628731998595置信度：0.6006944444444444
male noParch -->3class相对支持度：0.2950474183350896置信度：0.5706521739130435
3class noParch -->male相对支持度：0.2950474183350896置信度：0.7954545454545454
3class male -->noParch相对支持度：0.2950474183350896置信度：0.8300395256916996
male S -->3class相对支持度：0.30066736916051984置信度：0.5815217391304348
3class S -->male相对支持度：0.30066736916051984置信度：0.7379310344827587
3class male -->S相对支持度：0.30066736916051984置信度：0.8458498023715415
male noSibsp -->3class相对支持度：0.2711626273270109置信度：0.5902140672782875
3class noSibsp -->male相对支持度：0.2711626273270109置信度：0.7751004016064257
3class male -->noSibsp相对支持度：0.2711626273270109置信度：0.7628458498023716
youth noParch -->3class相对支持度：0.2374429223744292置信度：0.5331230283911672
3class noParch -->youth相对支持度：0.2374429223744292置信度：0.6401515151515151
3class youth -->noParch相对支持度：0.2374429223744292置信度：0.8802083333333334
youth S -->3class相对支持度：0.22901299613628381置信度：0.5361842105263158
3class S -->youth相对支持度：0.22901299613628381置信度：0.5620689655172414
3class youth -->S相对支持度：0.22901299613628381置信度：0.8489583333333334
youth noSibsp -->3class相对支持度：0.21215314365999297置信度：0.5551470588235294
3class noSibsp -->youth相对支持度：0.21215314365999297置信度：0.606425702811245
3class youth -->noSibsp相对支持度：0.21215314365999297置信度：0.7864583333333334
noParch S -->3class相对支持度：0.30909729539866526置信度：0.5392156862745098
3class S -->noParch相对支持度：0.30909729539866526置信度：0.7586206896551724
3class noParch -->S相对支持度：0.30909729539866526置信度：0.8333333333333334
noParch noSibsp -->3class相对支持度：0.31612223393045313置信度：0.5597014925373134
3class noSibsp -->noParch相对支持度：0.31612223393045313置信度：0.9036144578313253
3class noParch -->noSibsp相对支持度：0.31612223393045313置信度：0.8522727272727273
S noSibsp -->3class相对支持度：0.2852125043905866置信度：0.5501355013550135
3class noSibsp -->S相对支持度：0.2852125043905866置信度：0.8152610441767069
3class S -->noSibsp相对支持度：0.2852125043905866置信度：0.7
youth noParch -->male相对支持度：0.3175272216368107置信度：0.7129337539432177
male noParch -->youth相对支持度：0.3175272216368107置信度：0.6141304347826086
male youth -->noParch相对支持度：0.3175272216368107置信度：0.9076305220883534
youth S -->male相对支持度：0.28240252897787144置信度：0.6611842105263158
male S -->youth相对支持度：0.28240252897787144置信度：0.5461956521739131
male youth -->S相对支持度：0.28240252897787144置信度：0.8072289156626506
youth noSibsp -->male相对支持度：0.27256761503336846置信度：0.7132352941176471
male noSibsp -->youth相对支持度：0.27256761503336846置信度：0.5932721712538226
male youth -->noSibsp相对支持度：0.27256761503336846置信度：0.7791164658634538
noParch S -->male相对支持度：0.42992623814541625置信度：0.75
male S -->noParch相对支持度：0.42992623814541625置信度：0.8315217391304348
male noParch -->S相对支持度：0.42992623814541625置信度：0.8315217391304348
noParch noSibsp -->male相对支持度：0.4271162627327011置信度：0.7562189054726368
male noSibsp -->noParch相对支持度：0.4271162627327011置信度：0.9296636085626911
male noParch -->noSibsp相对支持度：0.4271162627327011置信度：0.8260869565217391
S noSibsp -->male相对支持度：0.37794169301018615置信度：0.7289972899728997
male noSibsp -->S相对支持度：0.37794169301018615置信度：0.8226299694189603
male S -->noSibsp相对支持度：0.37794169301018615置信度：0.7309782608695652
noParch S -->youth相对支持度：0.3582718651211802置信度：0.625
youth S -->noParch相对支持度：0.3582718651211802置信度：0.8388157894736842
youth noParch -->S相对支持度：0.3582718651211802置信度：0.804416403785489
noParch noSibsp -->youth相对支持度：0.3484369511766772置信度：0.6169154228855721
youth noSibsp -->noParch相对支持度：0.3484369511766772置信度：0.9117647058823529
youth noParch -->noSibsp相对支持度：0.3484369511766772置信度：0.7823343848580442
S noSibsp -->youth相对支持度：0.3020723568668774置信度：0.5826558265582655
youth noSibsp -->S相对支持度：0.3020723568668774置信度：0.7904411764705882
youth S -->noSibsp相对支持度：0.3020723568668774置信度：0.7072368421052632
S noSibsp -->noParch相对支持度：0.45662100456621置信度：0.8807588075880759
noParch noSibsp -->S相对支持度：0.45662100456621置信度：0.8084577114427861
noParch S -->noSibsp相对支持度：0.45662100456621置信度：0.7965686274509803
3class male noParch -->Dead相对支持度：0.25430277485072006置信度：0.861904761904762
Dead male noParch -->3class相对支持度：0.25430277485072006置信度：0.5993377483443708
Dead 3class noParch -->male相对支持度：0.25430277485072006置信度：0.8701923076923077
Dead 3class male -->noParch相对支持度：0.25430277485072006置信度：0.8418604651162791
3class male S -->Dead相对支持度：0.25851773796979277置信度：0.8598130841121495
Dead male S -->3class相对支持度：0.25851773796979277置信度：0.6133333333333333
Dead 3class S -->male相对支持度：0.25851773796979277置信度：0.8034934497816594
Dead 3class male -->S相对支持度：0.25851773796979277置信度：0.8558139534883721
3class male noSibsp -->Dead相对支持度：0.23041798384264137置信度：0.8497409326424871
Dead male noSibsp -->3class相对支持度：0.23041798384264137置信度：0.6142322097378277
Dead 3class noSibsp -->male相对支持度：0.23041798384264137置信度：0.8677248677248677
Dead 3class male -->noSibsp相对支持度：0.23041798384264137置信度：0.7627906976744186
3class noParch S -->Dead相对支持度：0.2514927994380049置信度：0.8136363636363636
Dead noParch S -->3class相对支持度：0.2514927994380049置信度：0.6280701754385964
Dead 3class S -->noParch相对支持度：0.2514927994380049置信度：0.7816593886462883
Dead 3class noParch -->S相对支持度：0.2514927994380049置信度：0.8605769230769231
3class noParch noSibsp -->Dead相对支持度：0.25008781173164735置信度：0.7911111111111111
Dead noParch noSibsp -->3class相对支持度：0.25008781173164735置信度：0.6496350364963503
Dead 3class noSibsp -->noParch相对支持度：0.25008781173164735置信度：0.9417989417989417
Dead 3class noParch -->noSibsp相对支持度：0.25008781173164735置信度：0.8557692307692307
3class S noSibsp -->Dead相对支持度：0.2247980330172111置信度：0.7881773399014779
Dead S noSibsp -->3class相对支持度：0.2247980330172111置信度：0.6477732793522267
Dead 3class noSibsp -->S相对支持度：0.2247980330172111置信度：0.8465608465608465
Dead 3class S -->noSibsp相对支持度：0.2247980330172111置信度：0.6986899563318777
male youth noParch -->Dead相对支持度：0.25851773796979277置信度：0.8141592920353983
Dead youth noParch -->male相对支持度：0.25851773796979277置信度：0.9064039408866995
Dead male noParch -->youth相对支持度：0.25851773796979277置信度：0.609271523178808
Dead male youth -->noParch相对支持度：0.25851773796979277置信度：0.9064039408866995
male youth S -->Dead相对支持度：0.2374429223744292置信度：0.8407960199004975
Dead youth S -->male相对支持度：0.2374429223744292置信度：0.8711340206185567
Dead male S -->youth相对支持度：0.2374429223744292置信度：0.5633333333333334
Dead male youth -->S相对支持度：0.2374429223744292置信度：0.8325123152709359
male youth noSibsp -->Dead相对支持度：0.2205830698981384置信度：0.8092783505154639
Dead youth noSibsp -->male相对支持度：0.2205830698981384置信度：0.9127906976744186
Dead male noSibsp -->youth相对支持度：0.2205830698981384置信度：0.5880149812734082
Dead male youth -->noSibsp相对支持度：0.2205830698981384置信度：0.7733990147783252
male noParch S -->Dead相对支持度：0.3624868282402529置信度：0.8431372549019608
Dead noParch S -->male相对支持度：0.3624868282402529置信度：0.9052631578947369
Dead male S -->noParch相对支持度：0.3624868282402529置信度：0.86
Dead male noParch -->S相对支持度：0.3624868282402529置信度：0.8543046357615894
male noParch noSibsp -->Dead相对支持度：0.35546188970846504置信度：0.8322368421052632
Dead noParch noSibsp -->male相对支持度：0.35546188970846504置信度：0.9233576642335767
Dead male noSibsp -->noParch相对支持度：0.35546188970846504置信度：0.947565543071161
Dead male noParch -->noSibsp相对支持度：0.35546188970846504置信度：0.8377483443708609
male S noSibsp -->Dead相对支持度：0.3175272216368107置信度：0.8401486988847584
Dead S noSibsp -->male相对支持度：0.3175272216368107置信度：0.9149797570850202
Dead male noSibsp -->S相对支持度：0.3175272216368107置信度：0.846441947565543
Dead male S -->noSibsp相对支持度：0.3175272216368107置信度：0.7533333333333333
youth noParch S -->Dead相对支持度：0.2430628731998595置信度：0.6784313725490196
Dead noParch S -->youth相对支持度：0.2430628731998595置信度：0.6070175438596491
Dead youth S -->noParch相对支持度：0.2430628731998595置信度：0.8917525773195877
Dead youth noParch -->S相对支持度：0.2430628731998595置信度：0.8522167487684729
youth noParch noSibsp -->Dead相对支持度：0.22901299613628381置信度：0.657258064516129
Dead noParch noSibsp -->youth相对支持度：0.22901299613628381置信度：0.5948905109489051
Dead youth noSibsp -->noParch相对支持度：0.22901299613628381置信度：0.9476744186046512
Dead youth noParch -->noSibsp相对支持度：0.22901299613628381置信度：0.8029556650246306
youth S noSibsp -->Dead相对支持度：0.20231822971549置信度：0.6697674418604651
Dead S noSibsp -->youth相对支持度：0.20231822971549置信度：0.582995951417004
Dead youth noSibsp -->S相对支持度：0.20231822971549置信度：0.8372093023255814
Dead youth S -->noSibsp相对支持度：0.20231822971549置信度：0.7422680412371134
noParch S noSibsp -->Dead相对支持度：0.3287671232876712置信度：0.72
Dead S noSibsp -->noParch相对支持度：0.3287671232876712置信度：0.9473684210526315
Dead noParch noSibsp -->S相对支持度：0.3287671232876712置信度：0.8540145985401459
Dead noParch S -->noSibsp相对支持度：0.3287671232876712置信度：0.8210526315789474
male noParch S -->3class相对支持度：0.2528977871443625置信度：0.5882352941176471
3class noParch S -->male相对支持度：0.2528977871443625置信度：0.8181818181818182
3class male S -->noParch相对支持度：0.2528977871443625置信度：0.8411214953271028
3class male noParch -->S相对支持度：0.2528977871443625置信度：0.8571428571428571
male noParch noSibsp -->3class相对支持度：0.2627327010888655置信度：0.6151315789473685
3class noParch noSibsp -->male相对支持度：0.2627327010888655置信度：0.8311111111111111
3class male noSibsp -->noParch相对支持度：0.2627327010888655置信度：0.9689119170984456
3class male noParch -->noSibsp相对支持度：0.2627327010888655置信度：0.8904761904761904
male S noSibsp -->3class相对支持度：0.23182297154899895置信度：0.6133828996282528
3class S noSibsp -->male相对支持度：0.23182297154899895置信度：0.812807881773399
3class male noSibsp -->S相对支持度：0.23182297154899895置信度：0.8549222797927462
3class male S -->noSibsp相对支持度：0.23182297154899895置信度：0.7710280373831776
youth noParch S -->3class相对支持度：0.20372321742184757置信度：0.5686274509803921
3class noParch S -->youth相对支持度：0.20372321742184757置信度：0.6590909090909091
3class youth S -->noParch相对支持度：0.20372321742184757置信度：0.8895705521472392
3class youth noParch -->S相对支持度：0.20372321742184757置信度：0.8579881656804734
youth noParch noSibsp -->3class相对支持度：0.20231822971549置信度：0.5806451612903226
3class noParch noSibsp -->youth相对支持度：0.20231822971549置信度：0.64
3class youth noSibsp -->noParch相对支持度：0.20231822971549置信度：0.9536423841059603
3class youth noParch -->noSibsp相对支持度：0.20231822971549置信度：0.8520710059171598
noParch S noSibsp -->3class相对支持度：0.2627327010888655置信度：0.5753846153846154
3class S noSibsp -->noParch相对支持度：0.2627327010888655置信度：0.9211822660098522
3class noParch noSibsp -->S相对支持度：0.2627327010888655置信度：0.8311111111111111
3class noParch S -->noSibsp相对支持度：0.2627327010888655置信度：0.85
youth noParch S -->male相对支持度：0.2613277133825079置信度：0.7294117647058823
male noParch S -->youth相对支持度：0.2613277133825079置信度：0.6078431372549019
male youth S -->noParch相对支持度：0.2613277133825079置信度：0.9253731343283582
male youth noParch -->S相对支持度：0.2613277133825079置信度：0.8230088495575221
youth noParch noSibsp -->male相对支持度：0.2599227256761503置信度：0.7459677419354839
male noParch noSibsp -->youth相对支持度：0.2599227256761503置信度：0.6085526315789473
male youth noSibsp -->noParch相对支持度：0.2599227256761503置信度：0.9536082474226805
male youth noParch -->noSibsp相对支持度：0.2599227256761503置信度：0.8185840707964602
youth S noSibsp -->male相对支持度：0.2205830698981384置信度：0.7302325581395349
male S noSibsp -->youth相对支持度：0.2205830698981384置信度：0.5836431226765799
male youth noSibsp -->S相对支持度：0.2205830698981384置信度：0.8092783505154639
male youth S -->noSibsp相对支持度：0.2205830698981384置信度：0.7810945273631841
noParch S noSibsp -->male相对支持度：0.3610818405338953置信度：0.7907692307692308
male S noSibsp -->noParch相对支持度：0.3610818405338953置信度：0.9553903345724907
male noParch noSibsp -->S相对支持度：0.3610818405338953置信度：0.8453947368421053
male noParch S -->noSibsp相对支持度：0.3610818405338953置信度：0.8398692810457516
noParch S noSibsp -->youth相对支持度：0.2809975412715139置信度：0.6153846153846154
youth S noSibsp -->noParch相对支持度：0.2809975412715139置信度：0.9302325581395349
youth noParch noSibsp -->S相对支持度：0.2809975412715139置信度：0.8064516129032258
youth noParch S -->noSibsp相对支持度：0.2809975412715139置信度：0.7843137254901961
3class male noParch S -->Dead相对支持度：0.2205830698981384置信度：0.8722222222222222
Dead male noParch S -->3class相对支持度：0.2205830698981384置信度：0.6085271317829457
Dead 3class noParch S -->male相对支持度：0.2205830698981384置信度：0.8770949720670391
Dead 3class male S -->noParch相对支持度：0.2205830698981384置信度：0.8532608695652174
Dead 3class male noParch -->S相对支持度：0.2205830698981384置信度：0.8674033149171271
3class male noParch noSibsp -->Dead相对支持度：0.22620302072356868置信度：0.8609625668449198
Dead male noParch noSibsp -->3class相对支持度：0.22620302072356868置信度：0.6363636363636364
Dead 3class noParch noSibsp -->male相对支持度：0.22620302072356868置信度：0.9044943820224719
Dead 3class male noSibsp -->noParch相对支持度：0.22620302072356868置信度：0.9817073170731707
Dead 3class male noParch -->noSibsp相对支持度：0.22620302072356868置信度：0.8895027624309392
3class noParch S noSibsp -->Dead相对支持度：0.21355813136635055置信度：0.8128342245989305
Dead noParch S noSibsp -->3class相对支持度：0.21355813136635055置信度：0.6495726495726496
Dead 3class S noSibsp -->noParch相对支持度：0.21355813136635055置信度：0.95
Dead 3class noParch noSibsp -->S相对支持度：0.21355813136635055置信度：0.8539325842696629
Dead 3class noParch S -->noSibsp相对支持度：0.21355813136635055置信度：0.8491620111731844
male youth noParch S -->Dead相对支持度：0.2191780821917808置信度：0.8387096774193549
Dead youth noParch S -->male相对支持度：0.2191780821917808置信度：0.9017341040462428
Dead male noParch S -->youth相对支持度：0.2191780821917808置信度：0.6046511627906976
Dead male youth S -->noParch相对支持度：0.2191780821917808置信度：0.9230769230769231
Dead male youth noParch -->S相对支持度：0.2191780821917808置信度：0.8478260869565217
male youth noParch noSibsp -->Dead相对支持度：0.2107481559536354置信度：0.8108108108108109
Dead youth noParch noSibsp -->male相对支持度：0.2107481559536354置信度：0.9202453987730062
Dead male noParch noSibsp -->youth相对支持度：0.2107481559536354置信度：0.5928853754940712
Dead male youth noSibsp -->noParch相对支持度：0.2107481559536354置信度：0.9554140127388535
Dead male youth noParch -->noSibsp相对支持度：0.2107481559536354置信度：0.8152173913043478
male noParch S noSibsp -->Dead相对支持度：0.3062873199859501置信度：0.8482490272373541
Dead noParch S noSibsp -->male相对支持度：0.3062873199859501置信度：0.9316239316239316
Dead male S noSibsp -->noParch相对支持度：0.3062873199859501置信度：0.9646017699115044
Dead male noParch noSibsp -->S相对支持度：0.3062873199859501置信度：0.8616600790513834
Dead male noParch S -->noSibsp相对支持度：0.3062873199859501置信度：0.8449612403100775
male noParch S noSibsp -->3class相对支持度：0.2247980330172111置信度：0.622568093385214
3class noParch S noSibsp -->male相对支持度：0.2247980330172111置信度：0.8556149732620321
3class male S noSibsp -->noParch相对支持度：0.2247980330172111置信度：0.9696969696969697
3class male noParch noSibsp -->S相对支持度：0.2247980330172111置信度：0.8556149732620321
3class male noParch S -->noSibsp相对支持度：0.2247980330172111置信度：0.8888888888888888
youth noParch S noSibsp -->male相对支持度：0.21496311907270813置信度：0.765
male noParch S noSibsp -->youth相对支持度：0.21496311907270813置信度：0.5953307392996109
male youth S noSibsp -->noParch相对支持度：0.21496311907270813置信度：0.9745222929936306
male youth noParch noSibsp -->S相对支持度：0.21496311907270813置信度：0.827027027027027
male youth noParch S -->noSibsp相对支持度：0.21496311907270813置信度：0.8225806451612904
